Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
11/1/2018,14:50:39,3,51622,Male,Web,Member,Fashion,Casula Shoes,122,2,0.5,29.8,3,Medium,credit_card
11/1/2018,18:24:45,7,14641,Male,Web,Member,Fashion,Formal Shoes,213,2,0.4,116,11.6,Medium,credit_card
11/1/2018,22:05:17,9,44317,Female,Web,Member,Fashion,Titak watch,228,1,0.4,143.4,14.3,Medium,credit_card
11/1/2018,21:33:30,3,34127,Female,Web,Member,Fashion,T - Shirts,248,4,0.3,138.2,13.8,Critical,credit_card
11/1/2018,13:47:04,9,40591,Female,Web,Guest,Fashion,Titak watch,228,4,0.5,138.9,13.9,High,credit_card
11/1/2018,11:04:47,4,34250,Male,Web,Member,Fashion,Sports Wear,85,4,0.3,21.3,2.1,Medium,credit_card
11/1/2018,19:11:08,5,38966,Male,Web,Member,Fashion,T - Shirts,248,2,0.3,153.1,15.3,High,credit_card
11/1/2018,14:34:44,6,39435,Male,Web,Member,Fashion,Fossil Watch,159,1,0.4,69.5,6.9,Medium,credit_card
11/1/2018,12:31:30,10,58721,Male,Web,Member,Fashion,Sports Wear,85,1,0.5,28.3,2.8,Medium,credit_card
11/1/2018,13:23:02,1,10399,Male,Web,Member,Fashion,Casula Shoes,122,4,0.3,27.4,2.7,Medium,credit_card
11/1/2018,14:22:28,5,10095,Male,Web,Member,Fashion,T - Shirts,248,2,0.4,158.1,15.8,High,credit_card
11/1/2018,13:51:58,2,29533,Male,Web,Member,Fashion,Formal Shoes,213,5,0.5,79.8,8,High,money_order
11/1/2018,13:01:50,7,23887,Male,Web,Member,Fashion,Fossil Watch,159,5,0.5,39.3,3.9,Medium,credit_card
11/1/2018,21:56:59,10,16798,Female,Web,Member,Fashion,Running Shoes,224,2,0.5,139.5,14,Medium,money_order
11/1/2018,15:14:40,2,13342,Male,Web,Member,Fashion,T - Shirts,248,2,0.4,148.2,14.8,Critical,credit_card
11/1/2018,19:19:09,9,14014,Female,Web,Guest,Fashion,Casula Shoes,122,1,0.5,23.7,2.4,Medium,credit_card
11/1/2018,0:02:17,1,38748,Male,Web,Member,Fashion,Sneakers,62,5,0.4,12.4,1.2,Medium,credit_card
11/1/2018,20:50:46,5,21913,Male,Web,Member,Fashion,Casula Shoes,122,5,0.5,11.5,1.2,Medium,credit_card
11/1/2018,10:27:42,9,28131,Male,Web,Member,Fashion,Titak watch,228,2,0.4,129.8,13,High,credit_card
11/1/2018,12:16:08,4,17771,Female,Web,Member,Fashion,Suits,109,4,0.4,11.6,1.2,Medium,credit_card
11/1/2018,23:39:17,9,24436,Male,Web,Member,Fashion,T - Shirts,248,4,0.5,158.1,15.8,Medium,credit_card
11/1/2018,17:18:33,5,24046,Female,Web,Member,Auto & Accessories,Car Media Players,140,1,0.2,32,3.2,Medium,money_order
11/1/2018,21:48:09,6,21360,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.2,139.5,13.9,High,credit_card
11/1/2018,21:33:33,2,15290,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.2,10.8,1.1,Critical,credit_card
11/1/2018,10:22:51,9,12803,Male,Web,Member,Auto & Accessories,Car Mat,54,2,0.2,27,2.7,High,credit_card
11/1/2018,23:13:47,5,32770,Female,Web,Member,Auto & Accessories,Tyre,250,2,0.2,160,16,Medium,e_wallet
11/1/2018,20:25:41,6,39539,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,2,0.1,146.4,14.6,Medium,credit_card
11/1/2018,13:29:51,9,58057,Female,Web,Member,Auto & Accessories,Car Speakers,211,4,0.2,88.8,8.9,High,money_order
11/1/2018,18:43:21,1,29940,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.1,33.3,3.3,High,money_order
11/1/2018,14:25:01,10,15228,Female,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,39,3.9,Medium,money_order
11/1/2018,12:43:05,6,41708,Female,Web,Member,Auto & Accessories,Tyre,250,2,0.1,165,16.5,High,credit_card
11/1/2018,14:36:25,7,13039,Male,Web,Member,Electronic,LED,192,1,0.1,83.2,8.3,Critical,credit_card
11/1/2018,12:49:50,7,39661,Female,Web,Member,Electronic,Watch,104,1,0.1,20.9,2.1,High,credit_card
11/1/2018,12:56:53,7,17400,Female,Web,Member,Electronic,Keyboard,33,3,0.1,11,1.1,Medium,credit_card
11/1/2018,20:59:36,1,43356,Male,Web,Member,Electronic,Samsung Mobile,220,3,0.2,107,10.7,Medium,money_order
11/1/2018,14:47:34,7,54753,Female,Web,Member,Electronic,Tablet,199,1,0.1,117,11.7,High,e_wallet
11/1/2018,15:25:04,4,23730,Male,Web,Member,Electronic,LCD,65,1,0.2,13,1.3,Medium,credit_card
11/1/2018,10:25:49,8,14235,Female,Web,Member,Electronic,Samsung Mobile,220,1,0.1,133.4,13.3,Medium,credit_card
11/1/2018,17:51:07,7,56483,Female,Web,First SignUp,Electronic,LED,192,4,0.2,73.6,7.4,Medium,e_wallet
11/1/2018,9:27:23,1,32488,Female,Web,Member,Electronic,Watch,104,2,0.1,17.8,1.8,High,credit_card
11/1/2018,21:02:01,5,40956,Female,Web,Member,Electronic,Speakers,130,1,0.2,43.5,4.4,Medium,credit_card
11/1/2018,3:10:03,3,17841,Female,Web,Member,Electronic,Watch,104,2,0.2,15.7,1.6,Medium,credit_card
11/1/2018,20:21:24,3,49626,Male,Web,Member,Electronic,Mixer/Juicer,83,2,0.2,41.5,4.2,High,money_order
11/1/2018,17:03:10,7,44082,Male,Web,Member,Electronic,Apple Laptop,250,2,0.2,160,16,High,credit_card
11/1/2018,22:57:50,8,39107,Female,Web,Member,Electronic,LCD,65,2,0.2,32.5,3.3,Medium,credit_card
11/1/2018,13:53:59,10,26316,Female,Web,Member,Home & Furniture,Sofas,67,3,0.2,22.3,2.2,Medium,credit_card
11/1/2018,16:31:35,1,28278,Male,Web,Member,Fashion,Sneakers,62,5,0.4,12.4,1.2,High,credit_card
11/1/2018,12:23:49,7,10434,Male,Web,Member,Fashion,Sneakers,62,1,0.3,20.7,2.1,Medium,credit_card
11/1/2018,13:52:54,3,43489,Male,Web,Member,Fashion,Sneakers,62,1,0.3,62,6.2,High,credit_card
11/1/2018,4:52:56,2,44171,Male,Web,Member,Fashion,Jeans,218,1,0.3,118.4,11.8,High,credit_card
11/1/2018,9:08:12,8,47098,Male,Web,Member,Fashion,Titak watch,228,5,0.4,102.4,10.2,Medium,e_wallet
11/1/2018,13:45:24,2,58398,Male,Web,Member,Fashion,Shirts,196,1,0.2,100.3,10,Medium,money_order
11/1/2018,18:01:21,6,44881,Male,Web,Member,Fashion,Sneakers,62,5,0.3,12.4,1.2,Low,money_order
11/1/2018,13:24:27,4,47494,Male,Web,Member,Fashion,Suits,109,1,0.1,25.7,2.6,Medium,money_order
11/1/2018,9:54:54,2,11851,Male,Web,Member,Fashion,T - Shirts,248,1,0.4,158.1,15.8,High,money_order
11/1/2018,23:27:56,9,32021,Male,Web,Member,Fashion,Fossil Watch,159,1,0.4,72.6,7.3,Medium,credit_card
11/1/2018,11:12:08,9,29183,Male,Mobile,Member,Fashion,Shirts,196,5,0.3,86.6,8.7,High,debit_card
11/1/2018,21:40:21,10,24076,Male,Mobile,Member,Fashion,T - Shirts,248,2,0.2,158.1,15.8,High,credit_card
11/1/2018,16:46:26,9,11069,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.3,2.5,0.2,Low,e_wallet
11/1/2018,12:39:09,1,35406,Male,Mobile,Member,Fashion,T - Shirts,248,1,0.4,138.2,13.8,High,credit_card
11/1/2018,19:38:31,1,48846,Male,Mobile,Member,Fashion,Titak watch,228,1,0.2,129.8,13,High,credit_card
11/1/2018,18:49:39,5,21406,Male,Mobile,Guest,Fashion,Casula Shoes,122,1,0.3,38.3,3.8,Medium,money_order
11/1/2018,17:22:24,6,58117,Male,Mobile,Member,Fashion,Sneakers,62,1,0.1,15.5,1.6,Medium,credit_card
11/1/2018,18:55:10,1,61844,Male,Mobile,Member,Fashion,Shirts,196,1,0.5,86.6,8.7,Medium,credit_card
11/1/2018,10:31:55,3,92246,Male,Mobile,Member,Fashion,Titak watch,228,5,0.1,136.6,13.7,Low,e_wallet
11/1/2018,19:55:57,1,75352,Male,Mobile,Member,Fashion,Sneakers,62,1,0.5,15.5,1.6,Medium,credit_card
11/1/2018,17:48:17,6,94922,Male,Web,Guest,Fashion,Fossil Watch,159,1,0.2,69.5,6.9,Low,money_order
11/1/2018,22:00:33,4,87532,Female,Web,Member,Home & Furniture,Bed Sheets,211,1,0.2,122.6,12.3,Medium,credit_card
11/1/2018,14:40:53,2,68810,Female,Web,Member,Home & Furniture,Towels,228,4,0.2,138.9,13.9,Medium,e_wallet
11/1/2018,9:44:26,6,99110,Male,Web,Guest,Home & Furniture,Umbrellas,70,4,0.2,17.5,1.8,Medium,money_order
11/1/2018,10:08:58,10,93399,Male,Web,Member,Home & Furniture,Sofas,67,5,0.2,13.4,1.3,Low,credit_card
11/1/2018,22:27:35,5,80427,Female,Web,Member,Home & Furniture,Umbrellas,70,1,0.4,35,3.5,High,money_order
11/1/2018,9:04:15,7,69025,Female,Web,Member,Home & Furniture,Curtains,34,5,0.3,6.8,0.7,Low,credit_card
11/1/2018,13:13:42,10,99697,Male,Web,Member,Home & Furniture,Umbrellas,70,1,0.3,70,7,Medium,debit_card
11/1/2018,18:06:51,9,85259,Female,Web,Member,Home & Furniture,Sofas,67,3,0.3,22.3,2.2,High,credit_card
11/1/2018,9:34:16,7,80761,Male,Web,Guest,Home & Furniture,Beds,78,5,0.3,15.6,1.6,Medium,money_order
11/1/2018,15:43:53,9,96213,Female,Web,Member,Home & Furniture,Beds,78,4,0.3,19.5,2,Medium,credit_card
11/1/2018,22:37:00,6,80465,Male,Web,Guest,Home & Furniture,Sofas,67,1,0.3,67,6.7,Medium,money_order
11/1/2018,17:10:43,3,63029,Male,Web,Member,Home & Furniture,Umbrellas,70,1,0.2,35,3.5,High,credit_card
11/1/2018,9:13:04,9,98993,Female,Web,Member,Home & Furniture,Sofas,67,4,0.2,16.8,1.7,High,credit_card
11/1/2018,14:01:08,10,78362,Male,Web,Member,Home & Furniture,Beds,78,1,0.3,39,3.9,Medium,credit_card
11/1/2018,11:36:35,5,67619,Female,Web,Member,Home & Furniture,Beds,78,1,0.4,39,3.9,Medium,credit_card
11/1/2018,22:56:04,3,86693,Female,Web,Member,Home & Furniture,Beds,78,1,0.2,39,3.9,Medium,credit_card
11/1/2018,23:41:09,5,63240,Female,Web,Member,Home & Furniture,Shoe Rack,124,1,0.4,39,3.9,Medium,credit_card
11/1/2018,16:03:30,2,66015,Female,Web,Member,Home & Furniture,Umbrellas,70,1,0.2,70,7,Medium,credit_card
11/1/2018,22:00:44,8,92106,Male,Web,Member,Home & Furniture,Sofa Covers,216,1,0.3,123,12.3,High,credit_card
11/1/2018,14:47:02,2,74003,Female,Web,Member,Home & Furniture,Dinning Tables,119,3,0.3,21.2,2.1,Medium,credit_card
11/1/2018,6:26:12,4,95936,Female,Web,Member,Home & Furniture,Towels,228,1,0.2,145.7,14.6,Medium,credit_card
11/1/2018,8:37:07,9,76878,Female,Web,Member,Home & Furniture,Dinner Crockery,133,3,0.2,49,4.9,Medium,credit_card
11/1/2018,9:53:24,4,68302,Female,Web,Member,Home & Furniture,Bed Sheets,211,1,0.2,128.9,12.9,Medium,credit_card
11/1/2018,21:11:21,2,79069,Female,Web,Member,Home & Furniture,Shoe Rack,124,1,0.2,41.5,4.2,Medium,credit_card
11/1/2018,17:16:02,6,96644,Female,Mobile,Member,Home & Furniture,Towels,228,4,0.3,120.6,12.1,Medium,credit_card
11/1/2018,19:52:37,7,93518,Female,Web,Member,Home & Furniture,Towels,228,3,0.3,127.5,12.7,Medium,money_order
11/1/2018,19:46:06,3,84782,Female,Web,Member,Home & Furniture,Curtains,34,1,0.4,17,1.7,Medium,e_wallet
11/1/2018,15:42:33,6,86330,Female,Web,Member,Home & Furniture,Towels,228,5,0.3,113.8,11.4,Medium,credit_card
11/1/2018,14:17:13,7,80099,Female,Web,Member,Home & Furniture,Umbrellas,70,1,0.2,35,3.5,Medium,credit_card
11/1/2018,12:53:27,10,86362,Female,Mobile,Member,Home & Furniture,Beds,78,3,0.3,26,2.6,Low,credit_card
11/1/2018,17:27:04,3,73806,Female,Web,Member,Home & Furniture,Curtains,34,5,0.3,6.8,0.7,High,credit_card
11/1/2018,12:09:54,7,95761,Female,Web,Member,Home & Furniture,Sofa Covers,216,4,0.3,110.1,11,Medium,credit_card
11/1/2018,16:47:12,10,84086,Female,Web,Member,Home & Furniture,Beds,78,1,0.3,39,3.9,High,credit_card
11/1/2018,18:58:49,1,98321,Female,Web,Member,Home & Furniture,Curtains,34,4,0.3,8.5,0.9,Medium,credit_card
11/1/2018,23:45:37,1,77424,Male,Web,Member,Home & Furniture,Dinning Tables,119,2,0.2,34.2,3.4,High,credit_card
11/1/2018,20:07:43,3,71789,Female,Mobile,Member,Home & Furniture,Umbrellas,70,3,0.5,23.3,2.3,Medium,credit_card
11/1/2018,13:46:53,6,89612,Male,Web,Guest,Home & Furniture,Sofa Covers,216,1,0.5,82,8.2,Medium,credit_card
11/1/2018,19:01:08,9,83971,Female,Web,Member,Home & Furniture,Bed Sheets,211,1,0.4,122.6,12.3,Medium,credit_card
11/1/2018,18:57:26,8,94017,Female,Mobile,Member,Home & Furniture,Shoe Rack,124,2,0.5,19.2,1.9,Medium,credit_card
11/1/2018,11:55:07,5,61861,Female,Web,Member,Home & Furniture,Dinner Crockery,133,2,0.5,26.4,2.6,Medium,credit_card
11/1/2018,20:05:26,2,94777,Female,Web,Member,Home & Furniture,Umbrellas,70,2,0.2,35,3.5,Medium,credit_card
11/1/2018,20:04:56,5,91521,Female,Mobile,Member,Home & Furniture,Umbrellas,70,1,0.5,70,7,High,credit_card
11/1/2018,14:24:04,5,73890,Female,Web,Member,Home & Furniture,Bed Sheets,211,3,0.4,105.7,10.6,High,money_order
11/1/2018,18:44:07,1,90839,Male,Web,Member,Home & Furniture,Dinner Crockery,133,1,0.2,50.3,5,Medium,money_order
11/1/2018,7:51:27,8,99910,Female,Web,Member,Home & Furniture,Dinner Crockery,133,2,0.2,47.7,4.8,Medium,credit_card
11/1/2018,22:00:47,1,86569,Male,Web,Member,Home & Furniture,Shoe Rack,124,3,0.5,25.4,2.5,Medium,money_order
11/1/2018,15:14:09,7,62283,Female,Web,Member,Home & Furniture,Sofa Covers,216,3,0.5,103.6,10.4,Low,credit_card
11/1/2018,17:03:52,7,70136,Female,Web,Member,Home & Furniture,Towels,228,3,0.1,141.2,14.1,High,credit_card
11/1/2018,11:56:01,5,93570,Female,Web,Member,Home & Furniture,Bed Sheets,211,1,0.3,99.4,9.9,Medium,credit_card
11/1/2018,21:36:45,1,68853,Male,Web,Member,Home & Furniture,Curtains,34,1,0.2,6.8,0.7,Medium,credit_card
11/1/2018,12:56:09,1,60280,Female,Web,Member,Home & Furniture,Dinner Crockery,133,2,0.4,42.4,4.2,High,credit_card
11/1/2018,19:39:38,4,85097,Male,Web,Member,Home & Furniture,Beds,78,1,0.1,15.6,1.6,Medium,credit_card
11/1/2018,20:32:43,1,67117,Female,Web,Member,Home & Furniture,Sofas,67,1,0.2,13.4,1.3,Medium,credit_card
11/1/2018,3:36:49,9,76207,Female,Web,Member,Home & Furniture,Dinning Tables,119,1,0.3,35.4,3.5,Medium,credit_card
11/1/2018,13:23:19,5,64529,Female,Web,Member,Home & Furniture,Towels,228,3,0.5,113.8,11.4,Medium,money_order
11/1/2018,0:25:31,3,83076,Female,Web,Member,Home & Furniture,Sofas,67,3,0.1,22.3,2.2,High,credit_card
11/1/2018,6:05:07,3,84978,Female,Mobile,Member,Home & Furniture,Curtains,34,1,0.5,34,3.4,Medium,money_order
11/1/2018,16:59:18,6,85145,Female,Web,Member,Home & Furniture,Towels,228,2,0.4,111.5,11.2,Medium,credit_card
11/1/2018,11:31:23,8,82398,Male,Web,Member,Home & Furniture,Curtains,34,3,0.4,11.3,1.1,High,credit_card
11/1/2018,13:11:47,10,74339,Female,Web,Member,Home & Furniture,Dinner Crockery,133,1,0.1,46.4,4.6,Medium,credit_card
11/1/2018,13:38:09,7,86427,Female,Web,Member,Home & Furniture,Towels,228,1,0.2,125.2,12.5,Medium,e_wallet
11/1/2018,16:08:42,9,93988,Female,Web,Member,Fashion,Formal Shoes,213,2,0.3,120.2,12,Medium,money_order
11/1/2018,16:12:48,8,67159,Female,Web,Member,Fashion,Titak watch,228,2,0.3,134.3,13.4,Medium,credit_card
11/1/2018,16:30:46,4,98576,Female,Web,Member,Fashion,Sports Wear,85,1,0.1,4.2,0.4,Medium,credit_card
11/1/2018,12:07:12,2,69220,Female,Web,Member,Fashion,Titak watch,228,1,0.1,145.7,14.6,Medium,credit_card
11/1/2018,20:27:17,5,86921,Female,Mobile,Member,Fashion,Shirts,196,4,0.1,108.2,10.8,Medium,credit_card
11/1/2018,9:34:28,6,79047,Male,Web,Member,Fashion,T - Shirts,248,1,0.3,160.6,16.1,Medium,money_order
11/1/2018,9:51:27,5,89431,Male,Web,Member,Fashion,Fossil Watch,159,5,0.3,55.2,5.5,Medium,credit_card
11/1/2018,22:24:04,3,95526,Male,Web,Member,Fashion,Titak watch,228,3,0.1,141.2,14.1,Medium,credit_card
11/1/2018,21:55:55,10,87033,Female,Mobile,Member,Fashion,Jeans,218,5,0.1,127.1,12.7,Medium,credit_card
11/1/2018,14:13:38,6,74181,Male,Web,Member,Fashion,Casula Shoes,122,3,0.3,31,3.1,Medium,credit_card
11/1/2018,16:57:20,5,70024,Female,Web,Member,Fashion,Fossil Watch,159,3,0.1,74.2,7.4,High,credit_card
11/1/2018,9:50:24,8,94335,Female,Web,Member,Fashion,Jeans,218,3,0.4,111.8,11.2,Medium,credit_card
11/1/2018,16:43:40,3,76282,Female,Web,Member,Fashion,Running Shoes,224,3,0.4,117.1,11.7,High,credit_card
11/1/2018,10:30:39,2,81851,Male,Web,Member,Fashion,Sports Wear,85,2,0.3,42.5,4.3,Medium,e_wallet
11/1/2018,13:19:12,3,61669,Female,Mobile,Member,Fashion,Sports Wear,85,5,0.3,17,1.7,High,money_order
11/1/2018,22:58:06,7,96684,Male,Web,Member,Fashion,Suits,109,3,0.2,22.5,2.2,Medium,credit_card
11/1/2018,13:03:14,1,61109,Male,Web,Member,Fashion,Running Shoes,224,5,0.3,110.4,11,Medium,credit_card
11/1/2018,22:15:19,6,74493,Female,Web,Member,Fashion,Sports Wear,85,2,0.1,3.3,0.3,Medium,credit_card
11/1/2018,16:29:10,10,90301,Female,Web,Member,Fashion,Titak watch,228,3,0.4,120.6,12.1,Medium,credit_card
11/1/2018,16:49:22,7,91852,Female,Web,Member,Fashion,Suits,109,3,0.1,25.7,2.6,Medium,credit_card
11/1/2018,16:26:22,6,73435,Female,Web,Member,Fashion,Running Shoes,224,5,0.4,99.2,9.9,Medium,credit_card
11/1/2018,10:43:27,8,74013,Female,Web,Member,Fashion,Sneakers,62,3,0.3,20.7,2.1,Medium,credit_card
11/1/2018,16:43:43,4,68132,Female,Web,Member,Fashion,Formal Shoes,213,2,0.2,124.5,12.4,High,money_order
11/1/2018,13:56:49,3,61082,Female,Web,Member,Fashion,Titak watch,228,2,0.4,129.8,13,High,credit_card
11/1/2018,20:30:22,7,91989,Female,Web,Member,Fashion,Suits,109,2,0.2,24.6,2.5,High,credit_card
11/1/2018,12:40:21,4,78298,Female,Web,Member,Fashion,Jeans,218,5,0.4,94.4,9.4,Medium,credit_card
11/1/2018,10:57:13,9,84495,Female,Web,Member,Fashion,T - Shirts,248,1,0.1,165.5,16.6,Medium,credit_card
11/1/2018,21:40:53,1,92869,Female,Web,Member,Fashion,T - Shirts,248,4,0.5,118.4,11.8,Medium,money_order
11/1/2018,15:46:59,1,85374,Female,Web,Member,Fashion,T - Shirts,248,2,0.3,153.1,15.3,High,credit_card
11/1/2018,18:21:25,7,60006,Female,Web,Member,Fashion,Casula Shoes,122,4,0.4,22.5,2.2,Medium,credit_card
